FID,OBJECTID,Match_addr,x,y,ICount,Region,Comuna,Calle_1,Calle_2,Numero,Accid_bici,Falle_bici,Grave_bici,Mgrav_bici,Leve_bici,Ileso_bici
852,894,"ULISES & PEDRO LIRA, PUENTE ALTO",352489.3062,6284316.6005,1,REGION METROPOLITANA,PUENTE ALTO,ULISES,PEDRO LIRA, ,1,0,1,0,0,0
853,895,"URUGUAY & RAMON BARROS LUCO, SAN RAMON",347212.0873,6288461.5991,1,REGION METROPOLITANA,SAN RAMON,URUGUAY,RAMON BARROS LUCO, ,1,0,1,0,0,0
854,896,"VARGAS FONTECILLA & ALCERRECA, QUINTA NORMAL",342802.712,6299440.599,1,REGION METROPOLITANA,QUINTA NORMAL,VARGAS FONTECILLA,ALCERRECA, ,1,0,0,0,0,1
855,897,"VECINAL & DEPARTAMENTAL, SAN JOAQUIN",349239.2118,6291248.5991,1,REGION METROPOLITANA,SAN JOAQUIN,VECINAL,DEPARTAMENTAL, ,1,0,0,0,1,0
856,898,"VECINAL ORIENTE & VECINAL, EL BOSQUE",344604.7117,6283071.6005,1,REGION METROPOLITANA,EL BOSQUE,VECINAL ORIENTE,VECINAL, ,1,0,0,0,1,0
857,899,"VERGARA & CLAUDIO GAY, SANTIAGO",345600.2117,6297089.5993,1,REGION METROPOLITANA,SANTIAGO,VERGARA,GAY, ,1,0,0,0,1,0
858,900,"VICUNA MACKENNA & CAPITAN PRAT, MACUL",349944.6912,6291992.3584,1,REGION METROPOLITANA,MACUL,VICUNA MACKENNA,CAPITAN PRAT, ,1,0,0,0,1,0
859,901,"VICUNA MACKENNA & CARLOS DITTBORN, NUNOA",348865.3469,6295713.7,1,REGION METROPOLITANA,NUNOA,VICUNA MACKENNA,CARLOS DITTBORN, ,1,0,0,0,0,1
860,902,"VICUNA MACKENNA & ELISA CORREA SANFUENTES, PUENTE ALTO",352972.7476,6284521.3611,1,REGION METROPOLITANA,PUENTE ALTO,VICUNA MACKENNA,ELISA CORREA SANFUENTE, ,1,0,1,0,0,0
861,903,"VICUNA MACKENNA & IRARRAZAVAL, SANTIAGO",348421.3641,6297418.7289,1,REGION METROPOLITANA,SANTIAGO,VICUNA MACKENNA,IRARRAZAVAL, ,1,0,0,0,1,0
862,904,"VICUNA MACKENNA & JOSE MIGUEL CARRERA, LA FLORIDA",352660.4778,6286583.8653,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,JOSE MIGUEL CARRERA, ,1,0,0,0,0,1
863,905,"VICUNA MACKENNA & MARIA ELENA, LA FLORIDA",352832.1876,6285419.2924,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,MARIA ELENA, ,1,0,0,0,1,0
864,906,"VICUNA MACKENNA & PEDRO AGUIRRE CERDA, SAN RAMON",348046.3997,6286860.6003,1,REGION METROPOLITANA,SAN RAMON,VICUNA MACKENNA,PEDRO AGUIRRE CERDA, ,1,0,0,0,1,0
865,907,"VICUNA MACKENNA & QUILIN, MACUL",349584.65,6293686.8035,1,REGION METROPOLITANA,MACUL,VICUNA MACKENNA,QUILIN, ,1,0,0,0,1,0
866,908,"VICUNA MACKENNA & RANCAGUA, SANTIAGO",348125.3999,6298532.5996,1,REGION METROPOLITANA,SANTIAGO,VICUNA MACKENNA,RANCAGUA, ,1,0,0,0,1,0
867,909,"VICUNA MACKENNA & RIO TRAIGUEN, PUENTE ALTO",352985.6917,6284678.7333,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO,RIO TRAIGUEN, ,1,0,0,0,0,1
868,910,"VICUNA MACKENNA ORIENTE & SALVADOR SANFUENTES, PUENTE ALTO",352960.452,6284826.6374,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO,SALVADOR SANFUENTES, ,1,0,0,0,1,0
869,911,"VICUNA MACKENNA ORIENTE & SAN JORGE, LA FLORIDA",352832.7926,6285545.8493,2,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,SAN JORGE, ,2,0,1,1,0,0
870,912,"VICUNA MACKENNA PONIENTE & AMERICO VESPUCIO, LA FLORIDA",351560.4673,6289576.4954,2,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA PONIENTE,AMERICO VESPUCIO, ,2,0,0,0,2,0
871,913,"VICUNA MACKENNA PONIENTE & LOS PIONEROS, LA FLORIDA",352010.7119,6288377.5998,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,LOS PIONEROS, ,1,1,0,0,0,0
872,914,"VICUNA MACKENNA PONIENTE & PUNTA ARENAS, LA FLORIDA",350318.9929,6290967.5997,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,PUNTA ARENAS, ,1,0,0,0,0,1
873,915,"VICUNA MACKENNA PONIENTE & SANTA AMALIA, LA FLORIDA",352445.8954,6287333.5531,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA PONIENTE,SANTA AMALIA, ,1,0,0,0,0,1
874,916,"VICUNA MACKENNA PONIENTE & SANTA JULIA, LA FLORIDA",351950.0014,6288537.6798,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA,SANTA JULIA, ,1,0,0,0,0,1
875,917,"VIEL & NUBLE, SANTIAGO",346120.8467,6295377.2202,1,REGION METROPOLITANA,SANTIAGO,VIEL,NUBLE, ,1,0,0,0,0,1
876,918,"VILANOVA & LOS DOMINICOS, LAS CONDES",356404.9998,6302214.4998,1,REGION METROPOLITANA,LAS CONDES,VILANOVA,LOS DOMINICOS, ,1,0,1,0,0,0
877,919,"VITACURA & GERONIMO DE ALDERETE, VITACURA",354444.8749,6304725.4994,1,REGION METROPOLITANA,VITACURA,VITACURA,GERONIMO DE ALDERETE, ,1,0,0,0,0,1
878,920,"VITACURA & HELVECIA, LAS CONDES",350874.9995,6301596.9993,1,REGION METROPOLITANA,LAS CONDES,VITACURA,HELVECIA, ,1,0,0,0,1,0
879,921,"VITACURA & LUIS PASTEUR, VITACURA",352764.9994,6303562.4993,1,REGION METROPOLITANA,VITACURA,VITACURA,LUIS PASTEUR, ,1,0,0,0,0,1
880,922,"VITACURA & MIGUEL COMAS, VITACURA",354430.1867,6304714.9996,1,REGION METROPOLITANA,VITACURA,VITACURA,MIGUEL COMAS, ,1,0,0,1,0,0
881,923,"VOLCAN PETEROA & VOLCAN EPISCACHA, QUILICURA",337549.6363,6307119.2025,1,REGION METROPOLITANA,QUILICURA,VOLCAN PETEROA,VOLCAN EPISCACCHA, ,1,0,0,0,1,0
882,924,"WALKER MARTINEZ & ARAUCANIA, LA FLORIDA",354418.8965,6289700.2117,1,REGION METROPOLITANA,LA FLORIDA,WALKER MARTINEZ,ARAUCANIA, ,1,0,0,0,1,0
883,925,"YUNGAY & CORONEL, LA GRANJA",349805.1912,6289502.5925,1,REGION METROPOLITANA,LA GRANJA,YUNGAY,CORONEL, ,1,0,0,1,0,0
884,926,"YUNGAY & LA CASTRINA, LA GRANJA",349358.5868,6289442.3846,1,REGION METROPOLITANA,LA GRANJA,YUNGAY,LA SERENA, ,1,0,0,0,0,1
885,927,"ZANARTU & NELSON, NUNOA",350566.3374,6295169.5998,1,REGION METROPOLITANA,NUNOA,ZANARTU,NELSON, ,1,0,0,0,0,1
886,928,"ZENTENO & COQUIMBO, SANTIAGO",346555.8995,6296810.5993,1,REGION METROPOLITANA,SANTIAGO,ZENTENO,COQUIMBO, ,1,0,0,0,1,0
